Unnamed: 0,LICENSE NUMBER,PROVIDER NAME,PROVIDER SERVICE TYPE,STREET ADDRESS,CITY,STATE,ZIP,COUNTY,ECC,CCRR,SCHOOL DISTRICT OPERATED PROGRAM,SCHOOL DISTRICT,QUALITY RATING,QUALITY RATING EFFECTIVE DATE,QUALITY RATING EXPIRATION DATE,CCCAP FISCAL AGREEMENT STATUS,CCCAP AUTHORIZATION STATUS,TOTAL LICENSED CAPACITY,LICENSED HOME CAPACITY,LICENSED CENTER INFANT CAPACITY,LICENSED CENTER TODDLER CAPACITY,LICENSED CENTER PRESCHOOL CAPACITY,LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY,LICENSED SCHOOL AGE CAPACITY,LICENSED NYO CAPACITY,LICENSED RESIDENT CAMP CAPACITY,GOVERNING BODY
1127,1771940,High Plains Elementary,Preschool Program,6100 S Fulton St,Englewood,CO,80111,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,60.0,,,,60.0,0.0,,,,Cherry Creek Schools
1128,1771950,Independence Elementary Preschool,Preschool Program,4700 S Memphis St,Aurora,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,True,60.0,,,,60.0,0.0,,,,Cherry Creek Schools
1129,1771953,Cherry Hills Village Preschool,Preschool Program,2400 E Quincy Ave,Cherry Hills Villlage,CO,80113,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,40.0,,,,40.0,0.0,,,,Cherry Creek Schools
1130,1771958,Cottonwood Elementary Preschool,Preschool Program,11200 E Orchard Ave,Englewood,CO,80111,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,52.0,,,,52.0,0.0,,,,Cherry Creek Schools
1131,1772731,Kids SmART @ SW3+,Child Care Center,911 S Hazel Ct,Denver,CO,80219,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER COUNTY 1,2.0,2025-09-10,2028-09-10,True,True,15.0,,,,0.0,15.0,,,,"Kids SmART, Inc."
1132,1773398,DPS Discovery Link at Dora Moore,School-Age Child Care Center,846 Corona St,Denver,CO,80218,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,True,True,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,Denver Public Schools
1133,1773355,DPS Discovery Link at CMS Community,School-Age Child Care Center,1300 S Lowell Blvd,Denver,CO,80219,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,Denver Public Schools
1134,1773399,DPS Discovery Link at Grant Ranch,School-Age Child Care Center,5400 S Jay Circle,Littleton,CO,80123,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,Denver Public Schools
1135,1773342,DPS Discovery Link at Greenwood,School-Age Child Care Center,5130 Durham Ct,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,True,False,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,Denver Public Schools
1136,1771999,Preescolar El Busesito 3,Child Care Center,33 Gillespie DR,El Jebel,CO,81623,Eagle,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,1.0,,,False,False,8.0,,,,0.0,8.0,,,,Karla Reyes
1137,1774319,YMCA @ Cheyenne Mountain,School-Age Child Care Center,5250 Farthing Dr,Colorado Springs,CO,80906,El Paso,Alliance for Kids,Alliance for Kids,False,CHEYENNE MOUNTAIN 12,,,,True,False,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,YMCA of the Pikes Peak Region
1138,1772002,Preescolar El Busesito 4,Child Care Center,172 N 7th St,New Castle,CO,81647,Garfield,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,1.0,,,False,False,8.0,,,,0.0,8.0,,,,Karla Reyes
1139,1772017,Busy Bees Drop- In Childcare,Child Care Center,"340 Lashley ST, 140",Longmont,CO,80504,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,SVVSD,2.0,2023-10-09,2026-10-09,True,True,30.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,Katherine Bailey
1140,1774347,Melissa Leonard,Large Family Child Care Home,,Broomfield,CO,80020,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY SCHOOL DISTRICT,2.0,2024-03-19,2027-03-19,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1141,1772090,Meiklejohn School Age Enrichment,School-Age Child Care Center,13405 W 83rd Pl,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County School District,,,,True,False,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,Jefferson County School District R-1
1142,1772092,Rooney Ranch School Age Enrichment,School-Age Child Care Center,2200 S Coors St,Lakewood,CO,80228,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County School District,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,Jefferson County School District R-1
1143,1772096,Vanderhoof,School-Age Child Care Center,5875 Routt Ct,Arvada,CO,80004,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County School District,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,Jefferson County School District R-1
1144,1772101,Welchester School Age Enrichment,School-Age Child Care Center,13000 W 10th Ave,Golden,CO,80401,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,JEFFERSON COUNTY R-1,,,,True,True,80.0,0.0,0.0,0.0,,,80.0,0.0,0.0,Jefferson County School District R-1
1145,1773217,Kid City USA Grand Junction 1,Child Care Center,3170 D 1/2 RD,Grand Junction,CO,81504,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,2.0,2024-04-01,2027-04-01,True,True,81.0,0.0,5.0,14.0,0.0,62.0,0.0,0.0,0.0,Kid City USA
1146,1772206,Connect Care,Child Care Center,305 McGregor Dr,Gypsum,CO,81637,Eagle,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,EAGLE COUNTY RE 50,2.0,2023-10-09,2026-10-09,True,True,43.0,0.0,15.0,22.0,0.0,6.0,0.0,0.0,0.0,Connect Church
1147,1772219,CCMRD- Kidz Korner,School-Age Child Care Center,320 CO-103,Idaho Springs,CO,80452,Clear Creek,Triad Early Childhood Council,Child Care Innovations,False,Clear Creek School District,,,,False,False,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,CCMRD
1148,1773129,EKATERINA GLOVA,Family Child Care Home,,AURORA,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK  SCHOOL DISTRICT,5.0,2025-05-31,2028-05-31,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1149,1773311,Mountain Resource Center,Preschool Program,11030 Kitty Drive,Conifer,CO,80433,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,2.0,2025-03-27,2028-03-27,True,False,15.0,,,,0.0,15.0,,,,Mountain Resource Center
1150,1772467,Laila Sulei,Family Child Care Home,,Arvada,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,2.0,2024-08-01,2027-08-01,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1151,1773506,DPS Discovery Link at Maxwell,School-Age Child Care Center,14390 Bolling Drive,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,False,False,105.0,0.0,0.0,0.0,,,105.0,0.0,0.0,Denver Public Schools
1152,1772512,Young Peoples Learning Center-Kindercamp,School-Age Child Care Center,1800 S Lemay Ave,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,True,False,90.0,0.0,0.0,0.0,,,90.0,0.0,0.0,Young Peoples Learning Center
1153,1773213,Rosa Maria Ramirez,Large Family Child Care Home,,Longmont,CO,80501,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,ST VRAIN VALLEY RE 1J,1.0,,,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1154,1773594,Academy of Arts and Knowledge,Preschool Program,4800 Wheaton Dr,Fort Collins,CO,80525-9483,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,CHARTER SCHOOL INSTITUTE,1.0,,,False,False,48.0,,,,48.0,0.0,,,,Northern Colorado Academy of Arts & Knowledge
1155,1773368,Maryna Nuzhnyak,Large Family Child Care Home,,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,ACADEMY 20,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1156,1775480,Jeremy Broms,Large Family Child Care Home,,Longmont,CO,80501,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,ST VRAIN VALLEY RE 1J,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1157,1773364,Kaylee Blevins,Family Child Care Home,,Thornton,CO,80241,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,ADAMS 12 FIVE STAR SCHOOLS,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1158,1775649,Smoky Hill KinderCare,Child Care Center,18585 E Smoky Hill Rd,Centennial,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,4.0,2025-07-31,2030-08-01,True,True,112.0,0.0,24.0,44.0,0.0,44.0,0.0,0.0,0.0,KinderCare Education LLC
1159,1773566,Sydney Albers,Large Family Child Care Home,,Erie,CO,80516,Weld,Weld County’s Early Childhood Council,Promises for Children,False,ST VRAIN VALLEY RE 1J,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1160,1773568,Paola Tapia,Large Family Child Care Home,,Gunnison,CO,81230,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,GUNNISON WATERSHED RE1J,2.0,2024-12-18,2027-12-18,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1161,1773502,Kaitlyn Wear,Large Family Child Care Home,,Pueblo West,CO,81007,Pueblo,Pueblo Early Childhood Council,Childrens First,False,PUEBLO COUNTY 70,2.0,2024-07-10,2027-07-10,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1162,1773740,Academy International,Preschool Program,8550 Charity Drive,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,True,ACADEMY 20,1.0,,,False,False,15.0,,,,15.0,0.0,,,,Academy District 20
1163,1773488,Shanell Lopez,Large Family Child Care Home,,Castle Rock,CO,80108,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1164,1773980,Evergreen Christian Academy,Child Care Center,28253 Meadow Drive,Evergreen,CO,80439,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,False,False,91.0,0.0,8.0,20.0,0.0,63.0,0.0,0.0,0.0,Evergreen Christian Academy
1165,1773815,Pomona D51 Preschool,Preschool Program,588 25 1/2 Rd,Grand Junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,True,MESA COUNTY VALLEY 51,4.0,2025-02-28,2028-01-01,False,False,20.0,,,,20.0,0.0,,,,"Mesa County Valley School District 51, Early Childhood Department"
1166,1773963,Little Hands Learning Center LLC,Child Care Center,150 Sheridan Blvd Ste 101,Denver,CO,80226,Denver,Denver's Early Childhood Council,Denver's ECC,False,,4.0,2025-08-31,2028-08-31,True,True,56.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,Director
1167,1773603,Lorrie Chaney,Family Child Care Home,,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,ACADEMY 20,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1168,1773902,ScuttleBugs Boulder,Child Care Center,3735 Iris Ave,Boulder,CO,80301,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY RE 2,2.0,2024-12-06,2027-12-06,True,False,76.0,0.0,20.0,24.0,0.0,32.0,0.0,0.0,0.0,ScuttleBugs Boulder LLC
1169,1775518,New Horizon Academy,Child Care Center,12188 Sliceroo Dr,Parker,CO,80134,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,4.0,2025-04-25,2030-05-01,True,True,182.0,0.0,20.0,48.0,0.0,114.0,0.0,0.0,0.0,New Horizon Academy
1170,1773975,Catherine Martin,Large Family Child Care Home,,Bailey,CO,80421,Park,Teller/Park Early Childhood Council,Child Care Innovations,False,Platte Canyon School District 1,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1171,1773965,YMCA @ Peak City Church,School-Age Child Care Center,1710 Dublin Boulevard,Colorado Springs,CO,80918,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,True,False,120.0,0.0,0.0,0.0,,,120.0,0.0,0.0,YMCA of the Pikes Peak Region
1172,1773895,Cale Cramer,Family Child Care Home,,Telluride,CO,81435,San Miguel,Bright Futures,Bright Futures,False,TELLURIDE R-1,1.0,,,False,False,3.0,3.0,0.0,0.0,,,0.0,0.0,0.0,
1173,1773607,Apex Park & Recreation/Fitzmorris Center,School-Age Child Care Center,6002 Independence Street,Arvada,CO,80004,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,,,,False,False,165.0,0.0,0.0,0.0,,,165.0,0.0,0.0,Apex Park and Recreation District
1174,1781488,Mercedes Anderson,Family Child Care Home,,Parker,CO,80134,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1175,1773657,Got Game Summer Camp,School-Age Child Care Center,705 Austin Avenue,Erie,CO,80516,Weld,Weld County’s Early Childhood Council,Promises for Children,False,,,,,False,False,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,GOT GAME SUMMER CAMP LLC
1176,1778047,Bethany Tjaden,Large Family Child Care Home,,Monument,CO,80132,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1177,1773757,BROADWAY EXTENDED HOURS PROGRAM,School-Age Child Care Center,2248 Broadway,Grand Junction,CO,81507,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1178,1773759,POMONA EXTENDED HOURS PROGRAM,School-Age Child Care Center,588 25 1/2 RD,Grand Junction,CO,81505,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1179,1773767,TOPE EXTENDED HOURS PROGRAM,School-Age Child Care Center,2220 N 7TH ST,GRAND JUNCTION,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1180,1773796,"ORCHARD AVENUE EXTENDED HOURS ""2""",School-Age Child Care Center,1800 Orchard AVE,Grand Junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1181,1773799,APPLETON EXTENDED HOURS,School-Age Child Care Center,2358 H RD,Grand Junction,CO,81505,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,MESA COUNTY VALLEY 51,,,,True,True,56.0,0.0,0.0,0.0,,,56.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1182,1773848,Early Childhood Education/Midland,Preschool Program,2110 W Broadway St,Colorado Springs,CO,80904,El Paso,Alliance for Kids,Alliance for Kids,True,,1.0,,,False,False,20.0,,,,20.0,0.0,,,,Colorado Springs School District 11 Early Childhood
1183,1773882,LINCOLN OM EXTENDED HOURS PROGRAM,School-Age Child Care Center,2888B 1/2 RD,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1184,1773884,MESA VIEW EXTENDED HOURS,School-Age Child Care Center,2967 B RD,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1185,1774420,Happy Valley Children's Ranch Preschool,Child Care Center,7762 Quaker St,Arvada,CO,80007,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,False,False,76.0,,,,0.0,76.0,,,,"Little Bear Preschool, LLC"
1186,1773889,RIM ROCK EXTENDED HOURS,School-Age Child Care Center,1810 J 6/10 RD,Fruita,CO,81521,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,Melissa Raaflaub
1187,1773894,Monument Ridge Extended Hours,School-Age Child Care Center,1501 K 4 Road,Fruita,CO,81521,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,MESA COUNTY VALLEY 51,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,Melissa Raaflaub
1188,1774099,Aspen Nichols,Large Family Child Care Home,,Grand Junction,CO,81504,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,MESA COUNTY VALLEY 51,2.0,2023-12-01,2026-12-01,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1189,1773898,CHIPETA EXTENDED HOURS PROGRAM,School-Age Child Care Center,950 Chipeta AVE,Grand Junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1190,1773900,DOS RIOS EXTENDED HOURS,School-Age Child Care Center,265 Linden AVE,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,70.0,0.0,0.0,0.0,,,70.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1191,1773907,THE LEARNING COTTAGE,Child Care Center,118 Apollo RD,Montrose,CO,81401,Montrose,Bright Futures,Bright Futures,False,,2.0,2024-01-22,2027-01-22,True,True,40.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,Katherine Pressely
1192,1773916,FRUITVALE EXTENDED HOURS PROGRAM,School-Age Child Care Center,585 30th RD,Grand Junction,CO,81504,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,40.0,0.0,0.0,0.0,,,40.0,0.0,0.0,"Melissa Raaflaub; Sheryl Fisher Inc., DBA Extended Hours Program"
1193,1773917,CHATFIELD EXTENDED HOURS PROGRAM,School-Age Child Care Center,3188 D.5 RD,Grand Junction,CO,81504,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,25.0,0.0,0.0,0.0,,,25.0,0.0,0.0,Melissa Raaflaub
1194,1773922,PEAR PARK EXTENDED HOURS PROGRAM,School-Age Child Care Center,432 30 1/4 RD,Grand Junction,CO,81504,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,40.0,0.0,0.0,0.0,,,40.0,0.0,0.0,Melissa Raaflaub
1195,1773925,Shelledy Extended Hours Program,School-Age Child Care Center,353 N Mesa Street,Fruita,CO,81521,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,Melissa Raaflaub
1196,1773940,WINGATE EXTENDED HOURS PROGRAM,School-Age Child Care Center,351 S Camp RD,Grand Junction,CO,81507,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,,,,True,True,40.0,0.0,0.0,0.0,,,40.0,0.0,0.0,Melissa Raaflaub
1197,1774344,Colorado Children's Academy of Flatirons,Child Care Center,1818 Centennial Dr.,Louisville,CO,80027,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,Boulder Valley School District,3.0,2025-06-30,2028-06-30,True,True,113.0,0.0,10.0,24.0,0.0,79.0,0.0,0.0,0.0,Ricardo Silvas
1198,1773140,Randy Throw,Large Family Child Care Home,,grand junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,MESA COUNTY VALLEY 51,2.0,2023-08-10,2026-08-10,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1199,1773665,Andrea Lozano,Family Child Care Home,,Centennial,CO,80121,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,,2.0,2025-04-07,2028-04-07,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1200,1773913,Little Sunshine's Playhouse and Preschool,Child Care Center,14650 W. 90th Place,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,True,True,148.0,0.0,30.0,44.0,74.0,0.0,0.0,0.0,0.0,"LSP Arvada, LLC"
1201,1773915,YMCA of Northern Colorado @ Anthem,School-Age Child Care Center,3624 Parkside Center Drive,Broomfield,CO,80023,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,False,,,,,False,False,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,YMCA of Northern Colorado
1202,1774026,Bright Lights Early Learning Center,Child Care Center,2575 Vine ST,Denver,CO,80205,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER COUNTY 1,1.0,,,True,False,35.0,0.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,Non Profit Corporation
1203,1774688,Hope House Colorado Early Learning Center,Child Care Center,6475 Benton St #B,Arvada,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,2.0,2025-06-24,2028-06-24,True,True,130.0,0.0,20.0,24.0,0.0,56.0,30.0,0.0,0.0,Hope House Colorado Board of Directors
1204,1773931,Lake Lundgren Bible Camp,Resident Camp,Co road 402,Creede,CO,81130,Mineral,Early Childhood Council of the San Luis Valley,ECC SLV,False,,,,,False,False,14.0,0.0,0.0,0.0,,,0.0,0.0,14.0,corporation
1205,1773835,Lachelle Smith-Sandoval,Family Child Care Home,,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,Brighton 27J School District,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1206,1773933,Farrar Foundations LLC,School-Age Child Care Center,6980 Pierce Street,Arvada,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,,,,True,True,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,Farrar Foundations LLC
