county_fips,county_name,year,age_group,population,licensed_capacity,participation_rate,need_estimate,gap,gap_pct,severity,color_code,facility_count,data_source,last_updated,median_income,child_poverty_rate,low_income,high_poverty,equity_score,equity_concern
08121,Washington,2025,3-5,130,14,0.7,91,77,0.8461538461538461,Critical,#d32f2f,9,CO Open Data + CO Demography Office,2025-11-07,59087,8.5,True,False,15,Low Concern
08121,Washington,2029,0-2,181,42,0.6,109,67,0.6146788990825688,Critical,#d32f2f,9,CO Open Data + CO Demography Office,2025-11-07,59087,8.5,True,False,15,Low Concern
08121,Washington,2029,0-5,381,56,0.65,248,192,0.7741935483870968,Critical,#d32f2f,9,CO Open Data + CO Demography Office,2025-11-07,59087,8.5,True,False,15,Low Concern
08121,Washington,2029,3-5,200,14,0.7,140,126,0.9,Critical,#d32f2f,9,CO Open Data + CO Demography Office,2025-11-07,59087,8.5,True,False,15,Low Concern
08123,Weld,2025,0-2,13656,1711,0.6,8194,6483,0.7911886746399804,Critical,#d32f2f,307,CO Open Data + CO Demography Office,2025-11-07,89182,7.9,False,False,0,Minimal Concern
08123,Weld,2025,0-5,27312,4868,0.65,17753,12885,0.725792823748099,Critical,#d32f2f,307,CO Open Data + CO Demography Office,2025-11-07,89182,7.9,False,False,0,Minimal Concern
08123,Weld,2025,3-5,13656,3157,0.7,9559,6402,0.669735327963176,Critical,#d32f2f,307,CO Open Data + CO Demography Office,2025-11-07,89182,7.9,False,False,0,Minimal Concern
08123,Weld,2029,0-2,16513,1711,0.6,9908,8197,0.8273112636253532,Critical,#d32f2f,307,CO Open Data + CO Demography Office,2025-11-07,89182,7.9,False,False,0,Minimal Concern
08123,Weld,2029,0-5,33093,4868,0.65,21510,16642,0.7736866573686657,Critical,#d32f2f,307,CO Open Data + CO Demography Office,2025-11-07,89182,7.9,False,False,0,Minimal Concern
08123,Weld,2029,3-5,16580,3157,0.7,11606,8449,0.7279855247285887,Critical,#d32f2f,307,CO Open Data + CO Demography Office,2025-11-07,89182,7.9,False,False,0,Minimal Concern
08125,Yuma,2025,0-2,410,71,0.6,246,175,0.7113821138211383,Critical,#d32f2f,13,CO Open Data + CO Demography Office,2025-11-07,60118,7.3,False,False,5,Minimal Concern
08125,Yuma,2025,0-5,821,208,0.65,534,326,0.6104868913857678,Critical,#d32f2f,13,CO Open Data + CO Demography Office,2025-11-07,60118,7.3,False,False,5,Minimal Concern
08125,Yuma,2025,3-5,411,137,0.7,288,151,0.5243055555555556,Critical,#d32f2f,13,CO Open Data + CO Demography Office,2025-11-07,60118,7.3,False,False,5,Minimal Concern
08125,Yuma,2029,0-2,398,71,0.6,239,168,0.702928870292887,Critical,#d32f2f,13,CO Open Data + CO Demography Office,2025-11-07,60118,7.3,False,False,5,Minimal Concern
08125,Yuma,2029,0-5,816,208,0.65,530,322,0.6075471698113207,Critical,#d32f2f,13,CO Open Data + CO Demography Office,2025-11-07,60118,7.3,False,False,5,Minimal Concern
08125,Yuma,2029,3-5,418,137,0.7,293,156,0.5324232081911263,Critical,#d32f2f,13,CO Open Data + CO Demography Office,2025-11-07,60118,7.3,False,False,5,Minimal Concern
